Rating,Player,Salary,Pos,Min,Max,Team,Opp,Proj,Ceiling,Floor,Proj +/-,Pts/Sal,Act,Full,PP,Pro,My,Opp +/-,Bargain,B2B,Rest,Pts,Opp Pts,ML,O/U,ML %,Open ...,PPG,+/-,Consistency,Upside,Duds,Count,PPG_2,Consistency_2,Duds_2,Upside_2,Count_2,G,A,Pts,TOI,Pts/60,S,S Att,Eff S%,S %,BLK,S+Blk,CorsiFor,C Agst,Fnk For,PP G,PP A,PP TOI,PP S,PP SA,PP Eff S%,SH G,SH A,ES G,ES A,PIM,EN G,S Pred,G_2,A_2,Pts_2,TOI_2,Pts/60_2,S_2,S Att_2,Eff S%_2,S %_2,Blk_2,S+Blk_2,Corsi For_2,Corsi Against_2,PP G_2,PP A_2,PP TOI_2,PP S_2,Corsi For_3,S+Blk_3,S_3,Blk_3,S Att_3,PP S Att_2,TOI_3,PP TOI_3,PP G_3,PP A_3,S Att Pred_2,SA,Opp SA Ag,SA Ag,Opp SA,PPs,PP%,Opp PKs,Opp PK%,Opp SA_2,Opp SA A,SA Ag_2,Opp SA_3,PPs_2,PP%_2,Opp PKs_2,Opp PK%_2,Opp SA_4
25.15,Colton Sceviour,$2500,W,,,EDM,VAN - T Demko,3.59,4.6,2.6,-0.13,1.4,9.9,3F,,1,0,1.6,71%,,,3.9,2.7,-195,6.5,73,-181,3.1,0.2,28%,10%,50%,64,,0%,0%,0%,5,0.11,0.11,0.22,9.58,1.38,1.15,1.18,0.97,0.09,0.61,1.76,6.11,6.42,4.93,0,0,0.02,0,0,,0,0,0.11,0.11,0.04,0,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.34,43.15,48.67,44.6,40.95,2.95,0.42,2.97,0.34,,,,,,,,,
24.79,Jakob Silfverberg,$3500,W,,,ANA,WPG - C Hellebuyck,5.74,7.3,4.2,0.13,1.6,15.8,3F,2,3,0,2.3,12%,,,2.6,3,126,5.5,25,118,5.3,-0.1,32%,13%,47%,61,,0%,0%,0%,5,0.17,0.17,0.34,16.94,1.2,1.94,1.94,1,0.09,0.55,2.49,10.63,10.7,7.63,0.04,0.02,1.85,0.39,0.39,1,0.02,0,0.11,0.15,0.38,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
24.68,Conor Sheary,$3500,W,,,WAS,NYR - I Shesterkin,4.92,6.3,3.6,-0.69,1.4,6.3,3F,,1,0,2.3,19%,,,3,3,-105,6,40,-109,6,1.5,38%,22%,32%,62,,0%,0%,0%,5,0.26,0.14,0.4,13.69,1.75,1.6,1.76,0.91,0.16,0.36,1.97,11.46,10.12,8.72,0.02,0.03,1.21,0.12,0.12,1,0,0,0.24,0.1,0.28,0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
24.66,Dryden Hunt,$2600,W,,,NYR,@WAS - V Vanecek,2.03,2.6,1.4,-1.87,0.8,1.5,4F,,0,0,-0.3,22%,1A,,3,3,-105,6,60,-101,3.2,0.2,15%,10%,35%,57,,0%,0%,0%,4,0.12,0.19,0.31,11.95,1.56,1.5,1.56,0.96,0.08,0.19,1.69,10.36,9.4,7.88,0,0,0.15,0,0,,0,0,0.12,0.19,0.15,0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,37.61,40.69,44.15,42.74,3.17,0.28,2.76,0.27,,,,,,,,,
24.40,Alexis Lafreniere,$4600,W,,,NYR,@WAS - V Vanecek,4.22,5.4,3,-3.46,0.9,4.5,1F,2,2,0,-1.1,83%,1A,,3,3,-105,6,60,-101,4.8,0.1,32%,17%,44%,58,,0%,0%,0%,4,0.21,0.16,0.38,13.88,1.64,1.2,,,0.18,0.2,1.39,,,,0,0,,,,,0,0,0.21,0.16,0.14,0,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,37.61,40.69,44.15,42.74,3.17,0.28,2.76,0.27,,,,,,,,,
24.18,Garnet Hathaway,$2800,W,,,WAS,NYR - I Shesterkin,2.27,2.9,1.6,-2.01,0.8,3,4F,,0,0,0.3,22%,,,3,3,-105,6,40,-109,5,1.2,45%,20%,30%,62,,0%,0%,0%,5,0.13,0.21,0.34,12.34,1.65,1.21,1.29,0.94,0.11,0.57,1.79,9,9.7,6.83,0,0,0.04,0,0,,0,0.02,0.13,0.2,1.15,0.02,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
23.94,Conor Garland,$5600,W,,,VAN,@EDM - M Smith,7.45,9.4,5.5,-2.12,1.3,8,2F,2,3,0,1.3,7%,,,2.7,3.9,174,6.5,27,162,9.2,0.1,35%,10%,32%,56,,0%,0%,0%,3,0.24,0.55,0.8,17.92,2.68,2.76,2.43,1.14,0.09,0.39,3.14,13.11,12.15,9.96,0.06,0.14,2.74,0.5,0.5,1,0,0,0.18,0.41,0.53,0,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
23.21,Jonathan Drouin,$3200,W,,,MTL,@TOR - J Campbell,5.21,6.6,3.8,0.17,1.6,11.5,2F,2,3,0,-0.4,16%,1A,,2.5,3.6,176,6,31,157,5.5,-0.3,25%,3%,16%,80,,0%,0%,0%,4,0.05,0.48,0.52,16.09,1.94,1.73,1.91,0.9,0.03,0.16,1.89,12.88,10.95,9.4,0,0.09,1.91,0.2,0.2,1,0,0,0.05,0.39,0.45,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
22.97,Maxime Comtois,$4600,W,,,ANA,WPG - C Hellebuyck,6.04,7.7,4.4,-1.64,1.3,1.5,2F,1,2,0,-0.4,10%,,,2.6,3,126,5.5,25,118,7.5,1.4,44%,24%,32%,61,,0%,0%,0%,5,0.29,0.31,0.6,15.47,2.33,1.71,1.73,0.99,0.17,0.62,2.33,11.78,11.54,8.81,0.02,0.05,1.9,0.23,0.23,1,0,0,0.27,0.25,0.73,0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
22.76,Carl Hagelin,$2700,W,,,WAS,NYR - I Shesterkin,2.35,3,1.7,-1.74,0.9,2.8,4F,,1,0,1,71%,,,3,3,-105,6,40,-109,4.6,0.7,37%,19%,32%,62,,0%,0%,0%,5,0.1,0.18,0.28,14.18,1.18,1.51,1.49,1.01,0.07,0.34,1.85,9.33,9.68,7.08,0,0,0.05,0,0,,0.02,0,0.08,0.18,0.31,0.02,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
22.73,Sampo Ranta,$2500,W,,,COL,CHI - M Fleury,0,0,0,-3.72,,2.6,3F,2,5,0,1.8,97%,,,3.5,2.6,-182,6,48,-190,0,-1,0%,0%,45%,11,,0%,0%,0%,6,0,0,0,6.86,0,0,,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,51.76,47.98,37.71,39.6,3.29,0.39,2.43,0.33,,,,,,,,,
22.02,Samuel Blais,$2600,W,,,NYR,@WAS - V Vanecek,3.52,4.5,2.5,-0.38,1.4,2.6,3F,2,3,0,1,78%,1A,,3,3,-105,6,60,-101,2.9,0.3,20%,15%,65%,63,,0%,0%,0%,4,0.21,0.18,0.38,11.92,1.91,0.79,0.79,1,0.26,0.26,1.05,8.71,10.79,6.53,0,0,0.06,0,0,,0,0,0.21,0.18,0.41,0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,37.61,40.69,44.15,42.74,3.17,0.28,2.76,0.27,,,,,,,,,
21.87,Troy Terry,$3100,W,,,ANA,WPG - C Hellebuyck,4.13,5.3,3,-0.72,1.3,0,2F,2,3,0,0.3,22%,,,2.6,3,126,5.5,25,118,4.5,0.3,31%,13%,40%,61,,0%,0%,0%,5,0.15,0.27,0.42,14.7,1.71,1.44,1.46,0.98,0.1,0.27,1.71,11.09,10.09,8.5,0,0,1.77,0.15,0.15,1,0,0,0.15,0.27,0.38,0,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
21.67,Kyle Turris,$2500,W,,,EDM,VAN - T Demko,1.87,2.4,1.3,-1.85,0.7,3,4F,,1,0,0.6,71%,,,3.9,2.7,-195,6.5,73,-181,2.1,-0.2,12%,3%,38%,62,,0%,0%,0%,5,0.07,0.11,0.19,12.32,0.93,1,1.07,0.94,0.07,0.3,1.3,7.79,10.58,5.92,0,0,0.49,0.2,0.2,1,0,0,0.07,0.11,0.37,0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.34,43.15,48.67,44.6,40.95,2.95,0.42,2.97,0.34,,,,,,,,,
21.63,Max Jones,$2700,W,,,ANA,WPG - C Hellebuyck,2.29,2.9,1.7,-1.8,0.8,0,,,0,0,-0.1,19%,,,2.6,3,126,5.5,25,118,4.4,0.3,26%,16%,36%,61,,0%,0%,0%,5,0.15,0.09,0.24,14.17,1.02,1.67,1.83,0.92,0.09,0.24,1.91,10.43,11.37,7.52,0.04,0.02,0.9,0.15,0.15,1,0,0,0.11,0.07,0.78,0,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
20.85,Andre Burakovsky,$5200,W,,,COL,CHI - M Fleury,6.71,8.5,4.9,-2.11,1.3,7.6,2F,1,4,0,1.9,16%,,,3.5,2.6,-182,6,48,-190,7.7,0.5,40%,12%,36%,71,,0%,0%,0%,6,0.32,0.44,0.76,14.84,3.07,1.78,1.8,0.99,0.18,0.33,2.11,13.79,9.71,9.89,0.06,0.17,2.03,0.35,0.35,1,0,0,0.25,0.27,0.22,0,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,51.76,47.98,37.71,39.6,3.29,0.39,2.43,0.33,,,,,,,,,
20.14,Michael Amadio,$2500,W,,,TOR,MTL - J Allen,1.7,2.2,1.2,-2.02,0.7,0,4F,,1,0,0.6,78%,1H,,3.6,2.5,-198,6,69,-175,1.7,-0.4,12%,3%,49%,55,,0%,0%,0%,4,0,0.12,0.12,12.55,0.57,0.96,0.94,1.02,0,0.64,1.6,9.21,10.83,6.79,0,0.04,0.87,0.06,0.06,1,0,0,0,0.08,0.16,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33,44.45,39.35,42.32,48.92,2.77,0.26,2.64,0.26,,,,,,,,,
19.71,Joel Armia,$3400,W,,,MTL,@TOR - J Campbell,4.59,5.9,3.3,-0.83,1.4,4.5,3F,2,2,0,0.3,14%,1A,,2.5,3.6,176,6,31,157,5.5,0.9,25%,14%,34%,83,,0%,0%,0%,4,0.19,0.16,0.35,14.36,1.46,1.82,1.82,1,0.11,0.29,2.11,11.39,10.05,8.02,0.02,0,0.7,0.13,0.13,1,0.05,0.03,0.13,0.13,0.32,0.02,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
19.02,Ryan Reaves,$2500,W,,,NYR,@WAS - V Vanecek,1.49,1.9,1,-2.23,0.6,2.8,4F,,0,0,0.1,71%,1A,,3,3,-105,6,60,-101,1.7,-1.3,12%,2%,55%,83,,0%,0%,0%,4,0.02,0.1,0.12,9.8,0.73,0.59,0.64,0.92,0.03,0.43,1.02,8.68,8.21,6.06,0,0,0.02,0,0,,0,0,0.02,0.1,0.88,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,37.61,40.69,44.15,42.74,3.17,0.28,2.76,0.27,,,,,,,,,
18.09,Artturi Lehkonen,$3100,W,,,MTL,@TOR - J Campbell,4.48,5.7,3.3,-0.37,1.4,1.5,4F,,0,0,0,12%,1A,,2.5,3.6,176,6,31,157,4.8,1.4,37%,18%,36%,85,,0%,0%,0%,4,0.16,0.11,0.27,13.87,1.17,1.67,1.64,1.02,0.09,0.61,2.28,10.69,9.59,7.74,0,0,0.06,0,0,,0.03,0.03,0.13,0.08,0.16,0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
17.72,Matthew Highmore,$2500,W,,,VAN,@EDM - M Smith,2,2.6,1.4,-1.72,0.8,1.3,3F,,2,0,0.8,93%,,,2.7,3.9,174,6.5,27,162,1.9,-0.6,13%,6%,67%,58,,0%,0%,0%,3,0.07,0.1,0.17,11.63,0.88,0.95,0.86,1.11,0.07,0.5,1.45,8.1,10.1,6.34,0,0,0.03,0,0,,0,0,0.07,0.1,0.19,0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
17.62,Justin Dowling,$2500,W,,,VAN,@EDM - M Smith,1.32,1.7,0.9,-2.4,0.5,1.5,4F,2,3,0,2.6,83%,,,2.7,3.9,174,6.5,27,162,1.6,-0.5,8%,3%,64%,59,,0%,0%,0%,3,0.04,0.15,0.19,11.07,1.03,1,0.91,1.1,0.04,0.11,1.11,8.26,6.81,6.15,0,0.04,1.07,0.13,0.13,1,0,0,0.04,0.11,0.22,0.04,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
17.31,Brendan Perlini,$2500,W,,,EDM,VAN - T Demko,1.62,2.1,1.1,-2.1,0.6,0,4F,,1,0,1.7,71%,,,3.9,2.7,-195,6.5,73,-181,,, , , ,0,,0%,0%,0%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.34,43.15,48.67,44.6,40.95,2.95,0.42,2.97,0.34,,,,,,,,,
17.04,Evgeny Svechnikov,$2500,W,,,WPG,@ANA - J Gibson,2.41,3.1,1.7,-1.31,1,1.5,4F,,1,0,0.7,71%,,,3,2.6,-140,5.5,75,-130,3.1,-0.4,14%,5%,33%,57,,0%,0%,0%,4,0.14,0.24,0.38,11.82,1.93,1,1,1,0.14,0.29,1.29,7.52,8.43,6.1,0.05,0.05,1.36,0.19,0.19,1,0,0,0.1,0.19,0.48,0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
16.72,Nils Hoglander,$4100,W,,,VAN,@EDM - M Smith,5.22,6.6,3.8,-1.52,1.3,16,3F,,1,0,0.8,19%,,,2.7,3.9,174,6.5,27,162,7.2,0.9,41%,20%,33%,53,,0%,0%,0%,3,0.23,0.25,0.48,15.44,1.87,2.11,,,0.11,0.34,2.45,,,,0.02,0,,,,,0,0,0.21,0.25,0.29,0,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
16.55,N. Deslauriers,$2500,W,,,ANA,WPG - C Hellebuyck,0.58,0.7,0.4,-3.14,0.2,4.3,4F,,0,0,0.2,83%,,,2.6,3,126,5.5,25,118,3.4,0,26%,9%,44%,61,,0%,0%,0%,5,0.1,0.08,0.18,11.27,0.96,1.33,1.32,1.01,0.08,0.39,1.71,8.55,10.02,6.36,0,0,0.02,0,0,,0,0,0.1,0.08,1.04,0.02,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
16.50,Andrew Copp,$5300,W,,,WPG,@ANA - J Gibson,5.11,6.5,3.7,-3.9,1,1.5,2F,2,3,0,0.9,0%,,,3,2.6,-140,5.5,75,-130,8.9,1.3,46%,17%,40%,67,,0%,0%,0%,4,0.24,0.41,0.65,18.69,2.09,2.05,1.81,1.13,0.12,0.76,2.81,12.42,12.95,9.45,0.1,0.11,1.75,0.34,0.34,1,0,0.02,0.14,0.29,0.38,0.05,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
16.20,Cole Perfetti,$2500,W,,,WPG,@ANA - J Gibson,0,0,0,-3.72,,0,3F,,1,0,0.8,88%,,,3,2.6,-140,5.5,75,-130,,, , , ,0,,0%,0%,0%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
16.09,Derek Grant,$2600,W,,,ANA,WPG - C Hellebuyck,2.89,3.7,2.1,-1.01,1.1,0,4F,,2,0,1,91%,,,2.6,3,126,5.5,25,118,4.7,0.3,34%,18%,36%,61,,0%,0%,0%,5,0.13,0.2,0.33,14.56,1.36,1.43,1.5,0.96,0.09,0.87,2.3,8.98,12.38,6.59,0,0,0.1,0,0,,0.02,0,0.11,0.2,0.54,0.02,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
15.76,Jansen Harkins,$2500,W,,,WPG,@ANA - J Gibson,1.35,1.8,0.9,-2.37,0.5,0,3F,,1,0,2.1,71%,,,3,2.6,-140,5.5,75,-130,0.5,-1,2%,0%,82%,67,,0%,0%,0%,4,0.04,0.04,0.07,8.36,0.5,0.59,0.67,0.89,0.06,0.11,0.7,5.81,7.63,4.54,0,0,0,0,0,,0,0,0.04,0.04,0.15,0.04,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
15.67,Philipp Kurashev,$3200,W,,,CHI,@COL - D Kuemper,3.48,4.5,2.5,-1.56,1.1,1.5,2F,2,3,0,-0.1,12%,,,2.6,3.5,162,6,52,169,4.2,0.2,32%,18%,40%,59,,0%,0%,0%,5,0.15,0.15,0.3,13.08,1.38,1.2,,,0.12,0.33,1.54,,,,0.04,0.06,,,,,0,0,0.11,0.09,0.22,0,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
15.15,Henrik Borgstrom,$2500,W,,,CHI,@COL - D Kuemper,1.04,1.3,0.8,-2.68,0.4,7.6,3F,2,3,0,0.5,71%,,,2.6,3.5,162,6,52,169,,, , , ,0,,0%,0%,0%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
15.03,Jujhar Khaira,$2500,W,,,CHI,@COL - D Kuemper,1.86,2.4,1.4,-1.86,0.7,1.5,4F,,0,0,-0.2,71%,,,2.6,3.5,162,6,52,169,3.6,0,24%,9%,30%,62,,0%,0%,0%,5,0.09,0.19,0.28,12.11,1.39,1.14,1.15,0.99,0.08,0.49,1.63,7.68,9.12,5.9,0,0,0.08,0,0,,0,0,0.09,0.19,1.12,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
14.64,K. Vesalainen,$2500,W,,,WPG,@ANA - J Gibson,1.03,1.3,0.8,-2.69,0.4,0,4F,,1,0,0.7,71%,,,3,2.6,-140,5.5,75,-130,0.7,-0.5,2%,0%,49%,67,,0%,0%,0%,4,0,0.06,0.06,9.19,0.39,0.5,0.54,0.93,0,0.5,1,6.5,8,4.87,0,0,0.03,0,0,,0,0,0,0.06,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
12.89,Brandon Hagel,$3700,W,,,CHI,@COL - D Kuemper,4.6,5.8,3.4,-1.38,1.2,0,3F,,1,0,1.5,6%,,,2.6,3.5,162,6,52,169,6.5,2.2,52%,27%,18%,59,,0%,0%,0%,5,0.17,0.29,0.46,13.99,1.97,1.75,,,0.1,0.54,2.29,,,,0,0.06,,,,,0,0.02,0.17,0.21,0.21,0.02,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
11.28,Vasily Podkolzin,$2500,W,,,VAN,@EDM - M Smith,0,0,0,-3.72,,,4F,,2,0,0.5,100%,,,2.7,3.9,174,6.5,27,162,,, , , ,0,,0%,0%,0%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
10.95,Rickard Rakell,$5800,W,,,ANA,WPG - C Hellebuyck,6.75,8.6,4.9,-3.2,1.2,11.5,1F,1,3,0,0.8,0%,,,2.6,3,126,5.5,25,118,8.3,0,39%,13%,32%,61,,0%,0%,0%,5,0.17,0.37,0.54,17.83,1.82,2.77,2.63,1.05,0.06,0.31,3.08,13.41,13.29,9.69,0,0.08,2.19,0.44,0.44,1,0,0,0.17,0.29,0.23,0.02,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
10.95,Patrick Kane,$7000,W,,,CHI,@COL - D Kuemper,9.46,11.8,7.1,-2.76,1.4,6,1F,1,3,0,0.3,91%,,,2.6,3.5,162,6,52,169,13.4,-0.5,42%,5%,23%,59,,0%,0%,0%,5,0.27,0.91,1.18,22.23,3.19,3.41,3.38,1.01,0.08,0.27,3.68,14.07,17.59,10.13,0.05,0.34,3.96,0.87,0.87,1,0,0,0.21,0.57,0.25,0.02,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
10.15,Mathieu Perreault,$2500,W,,,MTL,@TOR - J Campbell,2.1,2.7,1.5,-1.62,0.8,1.5,4F,,1,0,0.5,78%,1A,,2.5,3.6,176,6,31,157,4.3,0.5,35%,20%,44%,67,,0%,0%,0%,4,0.16,0.17,0.33,11.79,1.68,1,1,1,0.16,0.42,1.42,8.05,9,6,0.05,0.02,1.53,0.24,0.24,1,0,0,0.11,0.16,0.31,0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
9.45,Brendan Gallagher,$5100,W,,,MTL,@TOR - J Campbell,6.16,7.8,4.5,-2.47,1.2,3,3F,1,3,0,0.9,22%,1A,,2.5,3.6,176,6,31,157,8.5,-0.8,30%,4%,29%,86,,0%,0%,0%,4,0.28,0.23,0.51,14.88,2.06,2.77,2.54,1.09,0.1,0.4,3.18,14.27,10.55,10.34,0.07,0,1.59,0.23,0.23,1,0,0,0.21,0.23,0.35,0,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
9.45,Tyler Toffoli,$6400,W,,,MTL,@TOR - J Campbell,7.47,9.5,5.5,-3.62,1.2,5.8,1F,1,3,0,0.8,10%,1A,,2.5,3.6,176,6,31,157,10.4,-0.3,40%,8%,36%,84,,0%,0%,0%,4,0.45,0.34,0.78,17.6,2.66,2.8,2.67,1.05,0.16,0.28,3.08,13.04,11.62,9.59,0.11,0.09,2.29,0.47,0.47,1,0.04,0.01,0.3,0.23,0.41,0.05,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
7.95,Cole Caufield,$4900,W,,,MTL,@TOR - J Campbell,0,0,0,-8.25,,,1F,1,2,0,-2.2,83%,1A,,2.5,3.6,176,6,31,157,,, , , ,0,,0%,0%,0%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
