Rating,Player,Salary,Pos,Min,Max,Team,Opp,Proj,Ceiling,Floor,Proj +/-,Pts/Sal,Act,Full,PP,Pro,My,Opp +/-,Bargain,B2B,Rest,Pts,Opp Pts,ML,O/U,ML %,Open ...,PPG,+/-,Consistency,Upside,Duds,Count,PPG_2,Consistency_2,Duds_2,Upside_2,Count_2,G,A,Pts,TOI,Pts/60,S,S Att,Eff S%,S %,BLK,S+Blk,CorsiFor,C Agst,Fnk For,PP G,PP A,PP TOI,PP S,PP SA,PP Eff S%,SH G,SH A,ES G,ES A,PIM,EN G,S Pred,G_2,A_2,Pts_2,TOI_2,Pts/60_2,S_2,S Att_2,Eff S%_2,S %_2,Blk_2,S+Blk_2,Corsi For_2,Corsi Against_2,PP G_2,PP A_2,PP TOI_2,PP S_2,Corsi For_3,S+Blk_3,S_3,Blk_3,S Att_3,PP S Att_2,TOI_3,PP TOI_3,PP G_3,PP A_3,S Att Pred_2,SA,Opp SA Ag,SA Ag,Opp SA,PPs,PP%,Opp PKs,Opp PK%,Opp SA_2,Opp SA A,SA Ag_2,Opp SA_3,PPs_2,PP%_2,Opp PKs_2,Opp PK%_2,Opp SA_4
22.39,Erik Johnson,$3400,D,,,COL,CHI - M Fleury,5.28,6.7,3.9,-0.09,1.6,9.3,2D,,1,0,1,17%,,,3.5,2.6,-182,6,48,-190,2,0.1,2%,2%,12%,71,,0%,0%,0%,6,0,0.25,0.25,13.43,1.12,1.25,,,0,1.25,2.5,10.75,8.25,8.25,0,0,,,,,0,0,0,0.25,0.5,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,51.76,47.98,37.71,39.6,3.29,0.39,2.43,0.33,,,,,,,,,
21.89,Nick Jensen,$3100,D,,,WAS,NYR - I Shesterkin,3.52,4.5,2.5,-1.25,1.1,1.3,2D,,1,0,0.3,25%,,,3,3,-105,6,40,-109,4.9,0.8,43%,20%,32%,62,,0%,0%,0%,5,0.03,0.21,0.24,17.3,0.83,1.14,1.2,0.95,0.03,1.31,2.45,12.16,11.72,9.11,0,0,0.02,0,0,,0,0,0.03,0.21,0.28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
21.69,Logan Stanley,$3500,D,,,WPG,@ANA - J Gibson,3.62,4.6,2.6,-1.96,1,1.5,3D,,1,0,0.5,15%,,,3,2.6,-140,5.5,75,-130,4.6,1.3,38%,20%,29%,67,,0%,0%,0%,4,0.07,0.09,0.16,13.61,0.71,1.71,,,0.04,1.18,2.89,,,,0,0,,,,,0,0,0.07,0.09,0.67,0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
21.54,Brett Kulak,$2600,D,,,MTL,@TOR - J Campbell,0,0,0,-3.76,,7.8,1D,,0,0,-0.3,50%,1A,,2.5,3.6,176,6,31,157,2.9,-0.1,26%,8%,52%,86,,0%,0%,0%,4,0.03,0.12,0.15,15.39,0.58,1.15,1.16,0.99,0.03,1.02,2.17,14.4,11.98,10.33,0,0,0.03,0,0,,0,0,0.03,0.12,0.41,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
21.41,Tucker Poolman,$2600,D,,,VAN,@EDM - M Smith,3.24,4.2,2.3,-0.52,1.2,5.6,2D,,1,0,0.7,37%,,,2.7,3.9,174,6.5,27,162,4.1,0.3,33%,15%,25%,66,,0%,0%,0%,3,0.02,0.04,0.06,18.78,0.19,1.23,1.26,0.98,0.02,1.36,2.6,14,15.87,10.26,0,0,0.04,0,0,,0,0,0.02,0.04,0.04,0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
21.33,Trevor van Riemsdyk,$2900,D,,,WAS,NYR - I Shesterkin,3.24,4.2,2.3,-1.12,1.1,9.6,3D,,1,0,0.5,30%,,,3,3,-105,6,40,-109,1.6,0.4,12%,6%,75%,62,,0%,0%,0%,5,0.05,0.11,0.16,17.93,0.54,1.21,1.43,0.85,0.04,1.42,2.63,14.63,13.74,11.05,0,0.05,0.28,0,0,,0,0,0.05,0.05,0.11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
21.13,Brenden Dillon,$2800,D,,,WPG,@ANA - J Gibson,3.42,4.4,2.4,-0.74,1.2,5.6,2D,,1,0,0.4,35%,,,3,2.6,-140,5.5,75,-130,4.5,0.3,36%,13%,34%,61,,0%,0%,0%,4,0.05,0.3,0.34,18.99,1.07,0.93,1.02,0.92,0.05,1.15,2.08,14.53,14.85,11.02,0,0.02,0.03,0,0,,0,0.02,0.05,0.26,0.8,0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
21.09,Travis Dermott,$2500,D,,,TOR,MTL - J Allen,2.39,3.1,1.7,-1.17,1,1.5,3D,,2,0,0.5,97%,1H,,3.6,2.5,-198,6,69,-175,2.5,-0.6,22%,6%,53%,66,,0%,0%,0%,4,0.04,0.07,0.11,13.39,0.49,0.78,0.76,1.02,0.05,0.7,1.48,11.06,10.6,8.23,0,0,0.02,0,0,,0,0,0.04,0.07,0.35,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33,44.45,39.35,42.32,48.92,2.77,0.26,2.64,0.26,,,,,,,,,
20.97,Bowen Byram,$2500,D,,,COL,CHI - M Fleury,2.83,3.6,2,-0.73,1.1,16.5,2D,,1,0,1,50%,,,3.5,2.6,-182,6,48,-190,1.8,-0.3,9%,2%,35%,71,,0%,0%,0%,6,0,0.11,0.11,17.51,0.38,1.11,,,0,0.68,1.79,,,,0,0,,,,,0,0,0,0.11,1.21,0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,51.76,47.98,37.71,39.6,3.29,0.39,2.43,0.33,,,,,,,,,
20.50,Alexander Romanov,$3200,D,,,MTL,@TOR - J Campbell,0,0,0,-4.97,,0,3D,,3,0,0,50%,1A,,2.5,3.6,176,6,31,157,3.1,-0.5,22%,3%,44%,81,,0%,0%,0%,4,0.03,0.09,0.12,16.92,0.43,1.28,,,0.03,1.12,2.4,,,,0,0,,,,,0,0,0.03,0.09,0.36,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
19.09,Patrik Nemeth,$2600,D,,,NYR,@WAS - V Vanecek,3.54,4.6,2.5,-0.22,1.4,2.8,3D,,1,0,0.9,37%,1A,,3,3,-105,6,60,-101,4.2,0.3,38%,14%,38%,70,,0%,0%,0%,4,0.03,0.13,0.16,17.56,0.55,0.97,0.92,1.05,0.03,1.3,2.26,12.13,12.38,9.1,0,0,0.06,0,0,,0,0,0.03,0.13,0.43,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,37.61,40.69,44.15,42.74,3.17,0.28,2.76,0.27,,,,,,,,,
18.95,Ryan Murray,$3000,D,,,COL,CHI - M Fleury,3.88,4.9,2.8,-0.69,1.3,2.6,3D,,1,0,0.5,35%,,,3.5,2.6,-182,6,48,-190,4.5,1,39%,20%,39%,58,,0%,0%,0%,6,0,0.29,0.29,18.62,0.93,0.6,0.62,0.97,0,1.52,2.12,13.6,14.94,10.38,0,0,0.04,0,0,,0,0,0,0.29,0.17,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,51.76,47.98,37.71,39.6,3.29,0.39,2.43,0.33,,,,,,,,,
18.31,Ian Mitchell,$2500,D,,,CHI,@COL - D Kuemper,2.64,3.4,1.9,-0.92,1.1,6.5,3D,2,4,0,1.4,97%,,,2.6,3.5,162,6,52,169,3.2,-0.3,16%,10%,32%,59,,0%,0%,0%,5,0.08,0.1,0.18,15.03,0.72,0.59,,,0.13,0.95,1.54,,,,0,0,,,,,0,0,0.08,0.1,0.36,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
18.03,Jake McCabe,$2700,D,,,CHI,@COL - D Kuemper,3.46,4.5,2.5,-0.5,1.3,4.3,2D,,1,0,0.3,35%,,,2.6,3.5,162,6,52,169,4.3,0,3%,3%,8%,58,,0%,0%,0%,5,0.08,0.15,0.23,19.18,0.72,1.15,1,1.15,0.07,1.15,2.31,15.08,11.25,12.08,0,0,0.12,0,0,,0,0,0.08,0.15,0.69,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
17.97,Dylan DeMelo,$2500,D,,,WPG,@ANA - J Gibson,0,0,0,-3.56,,2.6,3D,,1,0,0.5,50%,,,3,2.6,-140,5.5,75,-130,3.7,0,35%,13%,35%,67,,0%,0%,0%,4,0,0.16,0.16,17.62,0.54,0.93,0.92,1.01,0,1.2,2.12,12.55,13.54,9.46,0,0,0.03,0.02,0.02,1,0,0.02,0,0.14,0.39,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
17.24,Seth Jones,$5800,D,,,CHI,@COL - D Kuemper,7.07,9,5.2,-3.15,1.2,14.2,1D,1,3,0,0.6,25%,,,2.6,3.5,162,6,52,169,10.1,0.5,36%,14%,28%,57,,0%,0%,0%,5,0.09,0.41,0.5,25.23,1.19,2.52,2.67,0.94,0.04,1.8,4.32,17.31,18.62,13.24,0.04,0.11,1.92,0.27,0.27,1,0,0,0.05,0.3,0.46,0,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
16.51,David Savard,$3400,D,,,MTL,@TOR - J Campbell,4.12,5.3,3,-1.25,1.2,9.5,2D,,1,0,0.2,17%,1A,,2.5,3.6,176,6,31,157,5.1,0.3,35%,13%,25%,84,,0%,0%,0%,4,0.01,0.14,0.15,18.3,0.49,1.18,1.22,0.96,0.01,1.73,2.91,12.81,15.14,9.66,0,0,0.11,0,0,,0,0.01,0.01,0.12,0.41,0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
16.19,Riley Stillman,$3000,D,,,CHI,@COL - D Kuemper,3.29,4.2,2.4,-1.28,1.1,4.1,3D,,1,0,1.4,27%,,,2.6,3.5,162,6,52,169,3.7,0.3,20%,5%,13%,59,,0%,0%,0%,5,0.05,0,0.05,15.12,0.2,1.36,1.43,0.95,0.03,1.36,2.73,12.45,14.18,9.73,0,0,0.01,0,0,,0,0,0.05,0,0.73,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
15.05,Neal Pionk,$5000,D,,,WPG,@ANA - J Gibson,6.6,8.4,4.8,-2.01,1.3,11.8,2D,1,2,0,0.4,12%,,,3,2.6,-140,5.5,75,-130,8,0.4,44%,8%,20%,67,,0%,0%,0%,4,0.05,0.53,0.58,22.48,1.55,1.89,1.94,0.97,0.03,1.37,3.26,16.41,16.15,12.08,0.02,0.16,2.01,0.31,0.31,1,0,0,0.03,0.37,0.35,0,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71,40.66,43.9,45.64,43.26,2.73,0.33,2.85,0.3,,,,,,,,,
13.83,Josh Manson,$2900,D,,,ANA,WPG - C Hellebuyck,3.82,4.9,2.7,-0.54,1.3,0,2D,,1,0,0.2,32%,,,2.6,3,126,5.5,25,118,3.6,0.2,18%,8%,24%,61,,0%,0%,0%,5,0.04,0.26,0.3,17.98,1,0.83,0.9,0.92,0.05,1.35,2.17,10.45,15.09,7.68,0,0,0.02,0,0,,0,0,0.04,0.26,1.3,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
13.83,Greg Pateryn,$2700,D,,,ANA,WPG - C Hellebuyck,3.64,4.7,2.6,-0.32,1.3,1.3,3D,,1,0,0.7,35%,,,2.6,3,126,5.5,25,118,3.5,0.2,9%,4%,12%,62,,0%,0%,0%,5,0,0.23,0.23,14.14,0.98,1,1.29,0.78,0,1.31,2.31,11.25,10.08,8.17,0,0,0.03,0,0,,0,0,0,0.23,0.46,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,43.26,45.64,43.9,40.66,2.21,0.13,2.7,0.34,,,,,,,,,
13.79,Martin Fehervary,$3500,D,,,WAS,NYR - I Shesterkin,2.97,3.8,2.1,-2.61,0.8,0,1D,,1,0,0.4,15%,,,3,3,-105,6,40,-109,0,,0%,0%,6%,62,,0%,0%,0%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,42.74,44.15,40.69,37.61,2.79,0.33,2.79,0.26,,,,,,,,,
12.96,Chris Wideman,$2500,D,,,MTL,@TOR - J Campbell,0,0,0,-3.56,,3,3D,2,3,0,0,97%,1A,,2.5,3.6,176,6,31,157,,, , , ,0,,0%,0%,0%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05,48.92,42.32,39.35,44.45,2.24,0.66,2.29,0.38,,,,,,,,,
12.75,Jake Muzzin,$5500,D,,,TOR,MTL - J Allen,6.06,7.7,4.4,-3.56,1.1,2.8,2D,,1,0,1.1,1%,1H,,3.6,2.5,-198,6,69,-175,8.3,0.8,43%,9%,24%,66,,0%,0%,0%,4,0.1,0.41,0.51,21.37,1.43,1.86,1.84,1.02,0.05,1.78,3.64,16.34,15.21,12.41,0.02,0.02,0.57,0.14,0.14,1,0.02,0,0.07,0.39,0.49,0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33,44.45,39.35,42.32,48.92,2.77,0.26,2.64,0.26,,,,,,,,,
9.95,Kyle Burroughs,$2500,D,,,VAN,@EDM - M Smith,1.38,1.8,1,-2.18,0.6,4.1,3D,,1,0,0,97%,,,2.7,3.9,174,6.5,27,162,0.9,-0.1,1%,0%,16%,68,,0%,0%,0%,3,0,0.2,0.2,10.08,1.19,0.6,,,0,0.4,1,,,,0,0,,,,,0,0,0,0.2,1,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,40.95,44.6,48.67,43.15,2.54,0.27,2.63,0.28,,,,,,,,,
6.85,Connor Murphy,$5400,D,,,CHI,@COL - D Kuemper,5.46,6.9,4,-3.95,1,15.6,2D,,1,0,0.3,0%,,,2.6,3.5,162,6,52,169,8.7,0.7,42%,13%,23%,59,,0%,0%,0%,5,0.06,0.24,0.3,22.15,0.81,1.56,1.46,1.07,0.04,2.46,4.02,15.55,17.1,11.1,0.02,0,0.13,0.03,0.03,1,0,0.02,0.04,0.22,0.7,0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.08,39.6,37.71,47.98,51.76,3.2,0.27,3,0.24,,,,,,,,,
